cps19_citizenship,cps19_age,cps19_province,cps19_education,cps19_gender,cps19_lr_parties_1,cps19_lr_parties_2,cps19_votechoice,cps19_income_number,cps19_income_cat,cps19_lr_scale_bef_1,vote_liberal,vote_conservative
Canadian citizen,37,Quebec,Bachelor's degree,A woman,5,5,Don't know/ Prefer not to answer,NA,"$30,001 to $60,000",5,0,0
Canadian citizen,38,Ontario,Some secondary/ high school,A man,7,9,Conservative Party,82000,NA,NA,0,1
Canadian citizen,30,Quebec,Some university,A woman,7,0,ndp,NA,"$60,001 to $90,000",6,0,0
Canadian citizen,56,Ontario,Completed secondary/ high school,A woman,10,0,Liberal Party,35000,NA,10,1,0
Canadian citizen,42,Ontario,"Completed technical, community college, CEGEP, College Classique",A man,2,8,Don't know/ Prefer not to answer,120000,NA,NA,0,0
Canadian citizen,45,Alberta,Master's degree,A man,4,8,Don't know/ Prefer not to answer,NA,Don't know/ Prefer not to answer,NA,0,0
Canadian citizen,41,Ontario,Master's degree,A man,10,NA,Liberal Party,NA,"More than $200,000",NA,1,0
Canadian citizen,74,Ontario,Master's degree,A man,6,8,Don't know/ Prefer not to answer,NA,"$30,001 to $60,000",5,0,0
Canadian citizen,91,Quebec,Completed elementary school,A man,7,5,Liberal Party,20000,NA,5,1,0
Canadian citizen,68,Alberta,Completed secondary/ high school,A woman,NA,NA,Don't know/ Prefer not to answer,NA,"$1 to $30,000",5,0,0
Canadian citizen,65,Ontario,Completed secondary/ high school,A man,NA,NA,Don't know/ Prefer not to answer,NA,Don't know/ Prefer not to answer,NA,0,0
Canadian citizen,71,Saskatchewan,Completed secondary/ high school,A man,NA,NA,Conservative Party,45000,NA,5,0,1
Canadian citizen,31,Ontario,Master's degree,A woman,4,7,Liberal Party,65000,NA,NA,1,0
Canadian citizen,36,British Columbia,"Completed technical, community college, CEGEP, College Classique",A woman,NA,NA,Conservative Party,129900,NA,3,0,1
Canadian citizen,33,Ontario,Professional degree or doctorate,A man,10,10,Green Party,100000,NA,NA,0,0
Canadian citizen,55,Ontario,Professional degree or doctorate,A man,6,10,Liberal Party,200000,NA,3,1,0
Canadian citizen,33,Quebec,Completed secondary/ high school,A man,8,1,Don't know/ Prefer not to answer,32000,NA,NA,0,0
Canadian citizen,42,Ontario,Bachelor's degree,A woman,4,10,Liberal Party,107000,NA,NA,1,0
Canadian citizen,63,Ontario,Master's degree,A man,0,9,Conservative Party,77500,NA,8,0,1
Canadian citizen,70,Alberta,Completed secondary/ high school,A man,NA,NA,Conservative Party,115000,NA,NA,0,1
Canadian citizen,53,Ontario,"Some technical, community college, CEGEP, College Classique",A woman,4,8,Liberal Party,175000,NA,NA,1,0
Canadian citizen,66,Ontario,Bachelor's degree,A woman,10,10,Green Party,65000,NA,NA,0,0
Canadian citizen,36,Nova Scotia,Bachelor's degree,A man,7,10,Don't know/ Prefer not to answer,NA,"$30,001 to $60,000",NA,0,0
Canadian citizen,49,Saskatchewan,Bachelor's degree,A woman,3,8,Conservative Party,NA,"More than $200,000",8,0,1
Canadian citizen,34,Ontario,"Completed technical, community college, CEGEP, College Classique",A woman,NA,NA,ndp,54000,NA,NA,0,0
Canadian citizen,52,Alberta,Bachelor's degree,A woman,6,8,Liberal Party,125000,NA,6,1,0
Canadian citizen,28,Ontario,Bachelor's degree,A woman,NA,NA,People's Party,43000,NA,NA,0,0
Canadian citizen,59,Quebec,Some secondary/ high school,A woman,8,10,Bloc Québécois,NA,"$1 to $30,000",NA,0,0
Canadian citizen,72,Ontario,Bachelor's degree,A man,1,10,Liberal Party,84000,NA,3,1,0
Canadian citizen,41,Nova Scotia,Some secondary/ high school,A woman,0,6,People's Party,NA,"$30,001 to $60,000",NA,0,0
Canadian citizen,43,Ontario,Bachelor's degree,A man,3,8,Liberal Party,150000,NA,1,1,0
Canadian citizen,45,Nova Scotia,Some secondary/ high school,A man,1,8,Don't know/ Prefer not to answer,40000,NA,4,0,0
Canadian citizen,43,Ontario,"Completed technical, community college, CEGEP, College Classique",A woman,10,0,Liberal Party,22000,NA,8,1,0
Canadian citizen,57,Ontario,Completed secondary/ high school,A man,5,NA,Don't know/ Prefer not to answer,NA,"$60,001 to $90,000",NA,0,0
Canadian citizen,48,Ontario,"Completed technical, community college, CEGEP, College Classique",A woman,NA,NA,Liberal Party,NA,"$110,001 to $150,000",NA,1,0
Canadian citizen,45,Saskatchewan,Bachelor's degree,A man,2,9,Conservative Party,150000,NA,NA,0,1
Canadian citizen,54,Manitoba,"Completed technical, community college, CEGEP, College Classique",A woman,3,10,Liberal Party,10000,NA,2,1,0
Canadian citizen,34,British Columbia,Bachelor's degree,A woman,1,9,Conservative Party,98000,NA,NA,0,1
Canadian citizen,68,New Brunswick,Completed secondary/ high school,"Other (e.g. Trans, non-binary, two-spirit, gender-queer)",5,NA,People's Party,NA,Don't know/ Prefer not to answer,NA,0,0
Canadian citizen,64,Ontario,Bachelor's degree,A man,6,9,Liberal Party,150000,NA,NA,1,0
Canadian citizen,29,British Columbia,"Some technical, community college, CEGEP, College Classique",A woman,0,10,Don't know/ Prefer not to answer,NA,Don't know/ Prefer not to answer,NA,0,0
Canadian citizen,20,Ontario,Bachelor's degree,A woman,4,7,People's Party,80000,NA,7,0,0
Canadian citizen,70,British Columbia,Bachelor's degree,A woman,8,10,Conservative Party,212000,NA,9,0,1
Canadian citizen,33,British Columbia,Bachelor's degree,A man,6,4,Liberal Party,NA,"$110,001 to $150,000",NA,1,0
Canadian citizen,63,Ontario,"Some technical, community college, CEGEP, College Classique",A man,8,10,ndp,10000,NA,NA,0,0
Canadian citizen,22,Ontario,"Some technical, community college, CEGEP, College Classique",A woman,5,4,Don't know/ Prefer not to answer,NA,"$1 to $30,000",5,0,0
Canadian citizen,35,Ontario,"Completed technical, community college, CEGEP, College Classique",A man,5,8,ndp,NA,"$60,001 to $90,000",1,0,0
Canadian citizen,67,Alberta,"Completed technical, community college, CEGEP, College Classique",A woman,8,0,Liberal Party,78000,NA,NA,1,0
Canadian citizen,46,Nova Scotia,"Some technical, community college, CEGEP, College Classique",A woman,NA,NA,Liberal Party,NA,"$30,001 to $60,000",3,1,0
Canadian citizen,38,Ontario,Don't know/ Prefer not to answer,A man,NA,NA,Don't know/ Prefer not to answer,36000,NA,NA,0,0
Canadian citizen,23,Ontario,Master's degree,A woman,NA,NA,Green Party,NA,"$110,001 to $150,000",5,0,0
Canadian citizen,52,Alberta,"Completed technical, community college, CEGEP, College Classique",A man,0,8,Conservative Party,85000,NA,NA,0,1
Canadian citizen,30,Ontario,Bachelor's degree,A man,7,9,ndp,84000,NA,7,0,0
Canadian citizen,37,Ontario,"Completed technical, community college, CEGEP, College Classique",A woman,NA,NA,Liberal Party,35000,NA,NA,1,0
Canadian citizen,42,New Brunswick,Bachelor's degree,A woman,3,8,Conservative Party,42000,NA,NA,0,1
Canadian citizen,35,Alberta,Completed secondary/ high school,A woman,0,8,People's Party,NA,Don't know/ Prefer not to answer,8,0,0
Canadian citizen,32,Alberta,"Completed technical, community college, CEGEP, College Classique",A man,NA,NA,Conservative Party,62000,NA,NA,0,1
Canadian citizen,61,Ontario,Master's degree,A man,4,6,Conservative Party,197000,NA,NA,0,1
Canadian citizen,41,Manitoba,Bachelor's degree,A woman,NA,8,ndp,NA,Don't know/ Prefer not to answer,0,0,0
Canadian citizen,31,Nova Scotia,Completed secondary/ high school,A woman,NA,NA,Liberal Party,60000,NA,NA,1,0
Canadian citizen,42,British Columbia,"Completed technical, community college, CEGEP, College Classique",A woman,8,5,Liberal Party,94750,NA,6,1,0
Canadian citizen,56,Ontario,Bachelor's degree,A man,1,10,ndp,80000,NA,2,0,0
Canadian citizen,46,Ontario,"Completed technical, community college, CEGEP, College Classique",A woman,NA,NA,Green Party,55000,NA,NA,0,0
Canadian citizen,43,Quebec,Bachelor's degree,A man,9,NA,Liberal Party,NA,"$30,001 to $60,000",NA,1,0
Canadian citizen,37,Ontario,Bachelor's degree,A woman,8,7,Liberal Party,NA,"$150,001 to $200,000",4,1,0
Canadian citizen,62,British Columbia,"Completed technical, community college, CEGEP, College Classique",A woman,9,10,ndp,42000,NA,NA,0,0
Canadian citizen,21,Ontario,Completed secondary/ high school,A woman,NA,NA,Liberal Party,NA,"$1 to $30,000",NA,1,0
Canadian citizen,64,Alberta,"Completed technical, community college, CEGEP, College Classique",A man,8,8,Conservative Party,75000,NA,7,0,1
Canadian citizen,83,Ontario,Professional degree or doctorate,A man,0,7,Conservative Party,101000,NA,10,0,1
Canadian citizen,38,Ontario,Master's degree,A man,8,3,Liberal Party,100000,NA,5,1,0
Canadian citizen,41,British Columbia,Some university,A woman,NA,NA,Don't know/ Prefer not to answer,NA,"$1 to $30,000",NA,0,0
Canadian citizen,25,Quebec,Bachelor's degree,A woman,NA,4,ndp,NA,"$110,001 to $150,000",NA,0,0
Canadian citizen,29,Ontario,Completed secondary/ high school,A woman,6,6,Liberal Party,44500,NA,6,1,0
Canadian citizen,48,Quebec,Bachelor's degree,A woman,5,10,Bloc Québécois,90000,NA,NA,0,0
Canadian citizen,35,Ontario,Bachelor's degree,A man,7,8,Conservative Party,110000,NA,NA,0,1
Canadian citizen,62,Newfoundland and Labrador,Professional degree or doctorate,A man,6,9,Liberal Party,120000,NA,NA,1,0
Canadian citizen,29,Ontario,Completed secondary/ high school,A woman,7,8,Green Party,NA,"$1 to $30,000",9,0,0
Canadian citizen,36,Nova Scotia,"Completed technical, community college, CEGEP, College Classique",A man,NA,NA,Liberal Party,115000,NA,NA,1,0
Canadian citizen,36,Nova Scotia,"Completed technical, community college, CEGEP, College Classique",A woman,4,9,ndp,105000,NA,2,0,0
Canadian citizen,38,Nova Scotia,Some university,A woman,1,10,ndp,35000,NA,0,0,0
Canadian citizen,24,Alberta,Completed secondary/ high school,A woman,NA,NA,Liberal Party,NA,"$30,001 to $60,000",5,1,0
Canadian citizen,67,Ontario,Bachelor's degree,A woman,2,8,Liberal Party,200000,NA,3,1,0
Canadian citizen,63,Ontario,Professional degree or doctorate,A man,3,6,Conservative Party,NA,"$60,001 to $90,000",8,0,1
Canadian citizen,35,Ontario,"Completed technical, community college, CEGEP, College Classique",A man,9,0,Liberal Party,NA,"$90,001 to $110,000",7,1,0
Canadian citizen,38,British Columbia,"Completed technical, community college, CEGEP, College Classique",A man,NA,7,ndp,80000,NA,NA,0,0
Canadian citizen,66,Ontario,Completed secondary/ high school,A woman,1,3,Conservative Party,40000,NA,NA,0,1
Canadian citizen,18,Alberta,Completed secondary/ high school,A man,3,10,Conservative Party,25000,NA,7,0,1
Canadian citizen,52,Alberta,"Some technical, community college, CEGEP, College Classique",A woman,1,10,Conservative Party,240000,NA,9,0,1
Canadian citizen,57,British Columbia,Completed secondary/ high school,A man,6,10,ndp,70000,NA,2,0,0
Canadian citizen,18,British Columbia,Completed secondary/ high school,A woman,0,10,Green Party,NA,"$1 to $30,000",NA,0,0
Canadian citizen,31,Ontario,"Some technical, community college, CEGEP, College Classique",A man,NA,NA,Conservative Party,60000,NA,NA,0,1
Canadian citizen,37,Manitoba,"Completed technical, community college, CEGEP, College Classique",A man,0,7,Conservative Party,NA,Don't know/ Prefer not to answer,7,0,1
Canadian citizen,62,Alberta,Bachelor's degree,A man,9,4,Conservative Party,70000,NA,6,0,1
Canadian citizen,55,Saskatchewan,Some university,A woman,NA,NA,Conservative Party,NA,"$110,001 to $150,000",NA,0,1
Canadian citizen,55,Ontario,Completed secondary/ high school,A woman,2,10,Liberal Party,41000,NA,NA,1,0
Canadian citizen,34,Quebec,"Completed technical, community college, CEGEP, College Classique",A man,2,7,Conservative Party,98000,NA,8,0,1
Canadian citizen,22,Ontario,Some university,A woman,NA,NA,ndp,NA,"$1 to $30,000",9,0,0
Canadian citizen,26,Alberta,"Some technical, community college, CEGEP, College Classique",A man,2,8,Green Party,NA,"$90,001 to $110,000",2,0,0
Canadian citizen,32,Ontario,Master's degree,A woman,3,9,Don't know/ Prefer not to answer,123000,NA,NA,0,0
Canadian citizen,49,Ontario,"Some technical, community college, CEGEP, College Classique",A man,NA,10,Liberal Party,156000,NA,NA,1,0
Canadian citizen,57,Ontario,Completed secondary/ high school,A woman,9,3,Liberal Party,80000,NA,NA,1,0
Canadian citizen,32,British Columbia,Bachelor's degree,A woman,5,10,ndp,100000,NA,NA,0,0
Canadian citizen,52,Ontario,Bachelor's degree,A woman,NA,NA,Conservative Party,200000,NA,NA,0,1
Canadian citizen,43,Alberta,Bachelor's degree,A woman,4,9,Liberal Party,95000,NA,4,1,0
Canadian citizen,43,Ontario,Some university,A man,0,8,Conservative Party,NA,"$60,001 to $90,000",NA,0,1
Canadian citizen,64,Alberta,"Some technical, community college, CEGEP, College Classique",A woman,0,NA,Conservative Party,NA,"$60,001 to $90,000",NA,0,1
Canadian citizen,68,Ontario,Completed secondary/ high school,A man,NA,NA,Green Party,34000,NA,NA,0,0
Canadian citizen,72,Quebec,Bachelor's degree,A man,10,3,Liberal Party,85000,NA,NA,1,0
Canadian citizen,58,Quebec,Some university,A woman,6,9,Liberal Party,93000,NA,6,1,0
Canadian citizen,25,Ontario,"Completed technical, community college, CEGEP, College Classique",A woman,1,10,ndp,NA,"$1 to $30,000",2,0,0
Canadian citizen,69,Ontario,Some university,A man,NA,9,Conservative Party,200000,NA,NA,0,1
Canadian citizen,33,Ontario,"Completed technical, community college, CEGEP, College Classique",A woman,3,8,ndp,148000,NA,3,0,0
Canadian citizen,52,British Columbia,"Some technical, community college, CEGEP, College Classique",A woman,6,9,Liberal Party,120000,NA,6,1,0
Canadian citizen,48,Newfoundland and Labrador,"Completed technical, community college, CEGEP, College Classique",A woman,4,10,ndp,NA,"$30,001 to $60,000",NA,0,0
Canadian citizen,53,Ontario,Completed secondary/ high school,A woman,0,8,Conservative Party,95000,NA,NA,0,1
Canadian citizen,54,Ontario,Bachelor's degree,A woman,7,4,Liberal Party,NA,Don't know/ Prefer not to answer,7,1,0
Canadian citizen,54,Ontario,Completed secondary/ high school,A woman,1,10,Conservative Party,NA,Don't know/ Prefer not to answer,8,0,1
Canadian citizen,67,New Brunswick,Bachelor's degree,A man,4,6,Don't know/ Prefer not to answer,70000,NA,NA,0,0
Canadian citizen,66,New Brunswick,Bachelor's degree,A woman,NA,NA,Don't know/ Prefer not to answer,NA,Don't know/ Prefer not to answer,NA,0,0
Canadian citizen,34,Yukon,Master's degree,A woman,0,10,Don't know/ Prefer not to answer,NA,"$90,001 to $110,000",NA,0,0
Canadian citizen,40,Alberta,Bachelor's degree,A woman,3,8,Don't know/ Prefer not to answer,NA,Don't know/ Prefer not to answer,8,0,0
Canadian citizen,62,British Columbia,Some university,A woman,NA,NA,Don't know/ Prefer not to answer,NA,"$110,001 to $150,000",NA,0,0
Canadian citizen,26,Quebec,Professional degree or doctorate,A woman,9,10,Bloc Québécois,NA,"$1 to $30,000",1,0,0
Canadian citizen,24,Ontario,Bachelor's degree,A man,2,8,Conservative Party,100000,NA,NA,0,1
Canadian citizen,71,Ontario,"Completed technical, community college, CEGEP, College Classique",A man,3,NA,Don't know/ Prefer not to answer,75000,NA,NA,0,0
Canadian citizen,34,Ontario,Some university,A woman,3,10,Liberal Party,50000,NA,NA,1,0
Canadian citizen,39,Ontario,Bachelor's degree,A man,NA,NA,Liberal Party,78000,NA,2,1,0
Canadian citizen,72,Manitoba,Some secondary/ high school,A woman,NA,NA,Don't know/ Prefer not to answer,80000,NA,NA,0,0
Canadian citizen,42,Quebec,Bachelor's degree,A woman,5,7,Liberal Party,NA,"$110,001 to $150,000",5,1,0
Canadian citizen,49,Ontario,Completed secondary/ high school,A woman,8,0,ndp,24000,NA,5,0,0
Canadian citizen,50,British Columbia,Completed secondary/ high school,A man,5,8,Liberal Party,71000,NA,5,1,0
Canadian citizen,31,Ontario,Some university,A woman,0,10,ndp,40000,NA,1,0,0
Canadian citizen,34,British Columbia,Bachelor's degree,A man,9,9,ndp,65000,NA,NA,0,0
Canadian citizen,19,Ontario,Some university,A woman,0,10,ndp,30000,NA,NA,0,0
Canadian citizen,41,Ontario,Bachelor's degree,A man,6,10,Conservative Party,74000,NA,6,0,1
Canadian citizen,82,British Columbia,"Completed technical, community college, CEGEP, College Classique",A man,4,6,Conservative Party,NA,Don't know/ Prefer not to answer,6,0,1
Canadian citizen,28,Ontario,Completed secondary/ high school,A woman,8,0,Liberal Party,40000,NA,NA,1,0
Canadian citizen,59,Quebec,"Completed technical, community college, CEGEP, College Classique",A man,4,7,Bloc Québécois,39999,NA,NA,0,0
Canadian citizen,21,Ontario,Don't know/ Prefer not to answer,A woman,NA,NA,Green Party,NA,Don't know/ Prefer not to answer,NA,0,0
Canadian citizen,64,Ontario,"Some technical, community college, CEGEP, College Classique",A woman,NA,3,Liberal Party,124000,NA,NA,1,0
Canadian citizen,50,Ontario,Bachelor's degree,A woman,2,6,Conservative Party,240000,NA,4,0,1
Canadian citizen,52,Ontario,Completed secondary/ high school,A man,NA,NA,Don't know/ Prefer not to answer,NA,"$60,001 to $90,000",NA,0,0
Canadian citizen,20,Nova Scotia,Some secondary/ high school,A woman,8,NA,Don't know/ Prefer not to answer,NA,"$1 to $30,000",NA,0,0
Canadian citizen,48,Nova Scotia,Completed secondary/ high school,A woman,NA,NA,Liberal Party,NA,"$30,001 to $60,000",8,1,0
Canadian citizen,28,Ontario,Master's degree,A man,5,7,ndp,22000,NA,3,0,0
Canadian citizen,54,Ontario,Completed secondary/ high school,A woman,2,2,ndp,NA,Don't know/ Prefer not to answer,NA,0,0
Canadian citizen,52,Ontario,Completed secondary/ high school,A man,1,6,Conservative Party,120000,NA,NA,0,1
Canadian citizen,28,Quebec,"Completed technical, community college, CEGEP, College Classique",A woman,8,10,Don't know/ Prefer not to answer,95000,NA,5,0,0
Canadian citizen,33,Alberta,"Completed technical, community college, CEGEP, College Classique",A woman,NA,NA,People's Party,170000,NA,NA,0,0
Canadian citizen,40,Quebec,"Completed technical, community college, CEGEP, College Classique",A woman,6,2,Green Party,70000,NA,6,0,0
Canadian citizen,67,British Columbia,"Some technical, community college, CEGEP, College Classique",A woman,1,9,Conservative Party,54500,NA,NA,0,1
Canadian citizen,25,Manitoba,Some university,A man,7,4,ndp,NA,"$60,001 to $90,000",NA,0,0
Canadian citizen,43,British Columbia,"Some technical, community college, CEGEP, College Classique",A man,NA,5,Conservative Party,130000,NA,3,0,1
Canadian citizen,39,Alberta,Master's degree,A woman,4,8,Conservative Party,111000,NA,NA,0,1
Canadian citizen,71,Quebec,Completed secondary/ high school,A woman,5,9,Don't know/ Prefer not to answer,27000,NA,NA,0,0
Canadian citizen,44,Quebec,Some university,A woman,5,5,Bloc Québécois,56000,NA,5,0,0
Canadian citizen,71,Quebec,Some secondary/ high school,A man,9,7,Liberal Party,35000,NA,NA,1,0
Canadian citizen,49,New Brunswick,"Completed technical, community college, CEGEP, College Classique",A woman,NA,NA,Green Party,NA,"$1 to $30,000",NA,0,0
Canadian citizen,18,Quebec,"Some technical, community college, CEGEP, College Classique",A woman,7,8,Liberal Party,NA,"$60,001 to $90,000",3,1,0
Canadian citizen,67,Quebec,Bachelor's degree,A man,6,9,Green Party,50000,NA,2,0,0
Canadian citizen,53,Quebec,"Completed technical, community college, CEGEP, College Classique",A woman,3,4,Bloc Québécois,44000,NA,NA,0,0
Canadian citizen,45,Ontario,"Some technical, community college, CEGEP, College Classique",A man,NA,NA,Liberal Party,16000,NA,NA,1,0
Canadian citizen,65,Quebec,Completed secondary/ high school,A man,NA,4,Bloc Québécois,95000,NA,NA,0,0
Canadian citizen,38,Alberta,"Completed technical, community college, CEGEP, College Classique",A woman,NA,7,Liberal Party,NA,Don't know/ Prefer not to answer,4,1,0
Canadian citizen,68,Alberta,Completed secondary/ high school,A man,1,9,Conservative Party,90000,NA,NA,0,1
Canadian citizen,33,Ontario,Bachelor's degree,A woman,NA,NA,Liberal Party,149000,NA,7,1,0
Canadian citizen,61,Ontario,Some secondary/ high school,A man,0,10,Conservative Party,65000,NA,NA,0,1
Canadian citizen,27,Quebec,"Some technical, community college, CEGEP, College Classique",A woman,7,10,Liberal Party,55000,NA,NA,1,0
Canadian citizen,43,Quebec,Master's degree,A woman,5,0,Liberal Party,27000,NA,5,1,0
Canadian citizen,55,Quebec,"Completed technical, community college, CEGEP, College Classique",A woman,4,10,Bloc Québécois,140000,NA,6,0,0
Canadian citizen,54,British Columbia,"Completed technical, community college, CEGEP, College Classique",A man,6,3,Conservative Party,32500,NA,7,0,1
Canadian citizen,35,Ontario,"Completed technical, community college, CEGEP, College Classique",A woman,1,10,ndp,22000,NA,0,0,0
Canadian citizen,74,Quebec,"Some technical, community college, CEGEP, College Classique",A man,7,8,Bloc Québécois,42000,NA,5,0,0
Canadian citizen,39,Newfoundland and Labrador,"Some technical, community college, CEGEP, College Classique",A man,0,10,Conservative Party,200000,NA,NA,0,1
Canadian citizen,43,Yukon,"Some technical, community college, CEGEP, College Classique",A man,3,9,Conservative Party,NA,"$150,001 to $200,000",NA,0,1
Canadian citizen,52,Quebec,Bachelor's degree,A woman,NA,NA,Bloc Québécois,NA,Don't know/ Prefer not to answer,NA,0,0
Canadian citizen,64,Newfoundland and Labrador,"Some technical, community college, CEGEP, College Classique",A man,9,10,Don't know/ Prefer not to answer,170000,NA,NA,0,0
Canadian citizen,68,Ontario,Bachelor's degree,A woman,3,10,Liberal Party,110000,NA,NA,1,0
Canadian citizen,64,Quebec,Some secondary/ high school,A man,0,0,Bloc Québécois,31000,NA,NA,0,0
Canadian citizen,25,Ontario,Master's degree,A woman,6,1,Liberal Party,NA,"$1 to $30,000",NA,1,0
Canadian citizen,36,Alberta,Some university,A woman,4,10,ndp,NA,"$1 to $30,000",4,0,0
Canadian citizen,22,Quebec,Completed secondary/ high school,A man,8,0,ndp,NA,"$1 to $30,000",5,0,0
Canadian citizen,44,British Columbia,Bachelor's degree,A woman,3,6,Liberal Party,120000,NA,4,1,0
Canadian citizen,53,Alberta,Master's degree,A woman,NA,NA,Don't know/ Prefer not to answer,200000,NA,NA,0,0
Canadian citizen,65,Ontario,"Completed technical, community college, CEGEP, College Classique",A man,0,8,Conservative Party,NA,"$60,001 to $90,000",6,0,1
Canadian citizen,83,Ontario,Bachelor's degree,A woman,NA,NA,Conservative Party,100000,NA,NA,0,1
Canadian citizen,29,Ontario,Some university,A woman,3,4,Green Party,6782800,NA,8,0,0
Canadian citizen,56,Saskatchewan,"Completed technical, community college, CEGEP, College Classique",A woman,NA,NA,People's Party,70000,NA,NA,0,0
Canadian citizen,43,Alberta,Completed secondary/ high school,A woman,NA,NA,Conservative Party,NA,"$60,001 to $90,000",NA,0,1
Canadian citizen,61,Quebec,Completed secondary/ high school,A woman,NA,NA,Don't know/ Prefer not to answer,45000,NA,5,0,0
Canadian citizen,60,Quebec,Some secondary/ high school,A man,0,NA,Conservative Party,NA,Don't know/ Prefer not to answer,NA,0,1
Canadian citizen,67,British Columbia,Master's degree,A man,3,7,Green Party,250000,NA,NA,0,0
Canadian citizen,58,British Columbia,Completed secondary/ high school,A woman,5,5,Conservative Party,49000,NA,5,0,1
Canadian citizen,26,Ontario,Bachelor's degree,A man,5,7,ndp,25000,NA,2,0,0
Canadian citizen,22,Ontario,Bachelor's degree,A woman,NA,NA,Don't know/ Prefer not to answer,NA,"$30,001 to $60,000",NA,0,0
Canadian citizen,30,Alberta,Completed secondary/ high school,A woman,1,7,ndp,16377,NA,7,0,0
Canadian citizen,76,Nova Scotia,"Some technical, community college, CEGEP, College Classique",A woman,4,8,Don't know/ Prefer not to answer,130000,NA,5,0,0
Canadian citizen,77,Quebec,Completed secondary/ high school,A man,9,7,People's Party,135000,NA,9,0,0
Canadian citizen,70,Alberta,Some university,A woman,NA,3,Don't know/ Prefer not to answer,NA,Don't know/ Prefer not to answer,NA,0,0
Canadian citizen,57,Quebec,"Completed technical, community college, CEGEP, College Classique",A woman,5,4,Liberal Party,80000,NA,5,1,0
Canadian citizen,70,Ontario,Professional degree or doctorate,A woman,3,10,Another party (please specify),82000,NA,4,0,0
Canadian citizen,54,Ontario,Bachelor's degree,A woman,8,6,ndp,NA,"$150,001 to $200,000",8,0,0
Canadian citizen,50,Nova Scotia,Completed secondary/ high school,A woman,0,10,Conservative Party,NA,"$1 to $30,000",NA,0,1
Canadian citizen,23,Newfoundland and Labrador,Bachelor's degree,A woman,8,1,Green Party,65000,NA,NA,0,0
Canadian citizen,64,Ontario,"Some technical, community college, CEGEP, College Classique",A man,0,10,Don't know/ Prefer not to answer,NA,"$1 to $30,000",NA,0,0
Canadian citizen,70,Ontario,Master's degree,A man,4,10,Liberal Party,75000,NA,NA,1,0
Canadian citizen,33,New Brunswick,Bachelor's degree,A man,3,8,Liberal Party,NA,"$60,001 to $90,000",NA,1,0
Canadian citizen,26,Ontario,Bachelor's degree,A woman,NA,NA,ndp,89000,NA,NA,0,0
Canadian citizen,24,Nova Scotia,Some university,A woman,3,7,Green Party,65000,NA,3,0,0
Canadian citizen,62,Alberta,"Some technical, community college, CEGEP, College Classique",A man,2,7,Conservative Party,70000,NA,NA,0,1
Canadian citizen,43,Quebec,"Completed technical, community college, CEGEP, College Classique",A woman,NA,NA,Liberal Party,120000,NA,NA,1,0
Canadian citizen,66,Quebec,Completed secondary/ high school,A woman,NA,NA,Don't know/ Prefer not to answer,15000,NA,NA,0,0
Canadian citizen,58,Manitoba,Completed secondary/ high school,A woman,0,1,ndp,75000,NA,4,0,0
Canadian citizen,55,Alberta,Completed secondary/ high school,A woman,NA,NA,Conservative Party,30000,NA,NA,0,1
Canadian citizen,37,Newfoundland and Labrador,Master's degree,A woman,4,9,Liberal Party,140000,NA,2,1,0
Canadian citizen,52,Ontario,Master's degree,A woman,4,7,Don't know/ Prefer not to answer,220000,NA,3,0,0
Canadian citizen,66,Ontario,"Some technical, community college, CEGEP, College Classique",A woman,1,6,Conservative Party,NA,"$1 to $30,000",NA,0,1
Canadian citizen,27,Newfoundland and Labrador,"Some technical, community college, CEGEP, College Classique",A man,3,9,Don't know/ Prefer not to answer,NA,"$1 to $30,000",6,0,0
Canadian citizen,79,Alberta,Bachelor's degree,A woman,4,9,Liberal Party,150000,NA,6,1,0
Canadian citizen,45,Ontario,Master's degree,A woman,NA,10,Don't know/ Prefer not to answer,NA,"$110,001 to $150,000",NA,0,0
Canadian citizen,23,Newfoundland and Labrador,Some secondary/ high school,A woman,2,10,ndp,31000,NA,NA,0,0
Canadian citizen,58,Ontario,"Completed technical, community college, CEGEP, College Classique",A woman,4,7,Conservative Party,NA,"$60,001 to $90,000",6,0,1
Canadian citizen,54,Newfoundland and Labrador,Bachelor's degree,A man,NA,NA,Conservative Party,149000,NA,NA,0,1
Canadian citizen,33,Nova Scotia,"Completed technical, community college, CEGEP, College Classique",A woman,NA,NA,Green Party,120000,NA,6,0,0
Canadian citizen,76,Quebec,"Completed technical, community college, CEGEP, College Classique",A woman,NA,NA,Don't know/ Prefer not to answer,45000,NA,4,0,0
Canadian citizen,61,Ontario,Completed secondary/ high school,A woman,10,1,Liberal Party,60000,NA,NA,1,0
Canadian citizen,44,Alberta,Completed secondary/ high school,A woman,NA,5,Conservative Party,72000,NA,NA,0,1
Canadian citizen,35,Ontario,Bachelor's degree,A man,4,8,Liberal Party,95000,NA,2,1,0
Canadian citizen,66,Alberta,Master's degree,A man,3,9,Conservative Party,850000,NA,NA,0,1
Canadian citizen,21,Ontario,Completed secondary/ high school,A woman,2,7,People's Party,NA,"$30,001 to $60,000",NA,0,0
Canadian citizen,58,New Brunswick,Completed secondary/ high school,A woman,2,2,Green Party,NA,"$1 to $30,000",NA,0,0
Canadian citizen,18,Quebec,Completed secondary/ high school,A woman,8,8,Green Party,NA,"$90,001 to $110,000",NA,0,0
